TAXON_ORDER,CATEGORY,SPECIES_CODE,SCI_NAME,PRIMARY_COM_NAME,en_IOC,ORDER1,FAMILY,SPECIES_GROUP,REPORT_AS
14798,species,rbctyr1,Ochthoeca rufipectoralis,Rufous-breasted Chat-Tyrant,Rufous-breasted Chat-Tyrant,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14806,species,bbctyr1,Ochthoeca fumicolor,Brown-backed Chat-Tyrant,Brown-backed Chat-Tyrant,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14812,species,dorcht1,Ochthoeca oenanthoides,d'Orbigny's Chat-Tyrant,d'Orbigny's Chat-Tyrant,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14815,species,pictyr1,Ochthoeca piurae,Piura Chat-Tyrant,Piura Chat-Tyrant,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14816,species,wbctyr1,Ochthoeca leucophrys,White-browed Chat-Tyrant,White-browed Chat-Tyrant,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14823,spuh,chat-t1,Ochthoeca sp.,chat-tyrant sp.,chat-tyrant sp.,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14824,species,pattyr2,Colorhamphus parvirostris,Patagonian Tyrant,Patagonian Tyrant,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14825,species,lottyr1,Colonia colonus,Long-tailed Tyrant,Long-tailed Tyrant,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14831,species,stftyr1,Muscigralla brevicauda,Short-tailed Field Tyrant,Short-tailed Field Tyrant,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14832,species,cattyr,Machetornis rixosa,Cattle Tyrant,Cattle Tyrant,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14836,species,lahfla2,Ramphotrigon megacephalum,Large-headed Flatbill,Large-headed Flatbill,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14841,species,rutfla1,Ramphotrigon ruficauda,Rufous-tailed Flatbill,Rufous-tailed Flatbill,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14842,species,dutfla1,Ramphotrigon fuscicauda,Dusky-tailed Flatbill,Dusky-tailed Flatbill,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14842.2,spuh,rampho1,Ramphotrigon sp.,Ramphotrigon sp.,Ramphotrigon sp.,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14843,species,rutatt1,Attila phoenicurus,Rufous-tailed Attila,Rufous-tailed Attila,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14844,species,cinatt1,Attila cinnamomeus,Cinnamon Attila,Cinnamon Attila,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14845,species,ochatt1,Attila torridus,Ochraceous Attila,Ochraceous Attila,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14846,species,cibatt1,Attila citriniventris,Citron-bellied Attila,Citron-bellied Attila,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14847,species,ducatt1,Attila bolivianus,Dull-capped Attila,White-eyed Attila,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14850,species,gyhatt1,Attila rufus,Gray-hooded Attila,Grey-hooded Attila,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14853,species,brratt1,Attila spadiceus,Bright-rumped Attila,Bright-rumped Attila,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14853.5,issf,brratt2,Attila spadiceus [flammulatus Group],Bright-rumped Attila (Northern),Bright-rumped Attila (Northern),Passeriformes,Tyrannidae (Tyrant Flycatchers),,brratt1
14863,issf,brratt3,Attila spadiceus spadiceus/uropygiatus,Bright-rumped Attila (Southern),Bright-rumped Attila (Southern),Passeriformes,Tyrannidae (Tyrant Flycatchers),,brratt1
14863.2,spuh,attila1,Attila sp.,attila sp.,attila sp.,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14867,species,siryst3,Sirystes albogriseus,Choco Sirystes,Western Sirystes,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14868,species,whrsir1,Sirystes albocinereus,White-rumped Sirystes,White-rumped Sirystes,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14869,species,todsir1,Sirystes subcanescens,Todd's Sirystes,Todd's Sirystes,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14869.5,species,sibsir1,Sirystes sibilator,Sibilant Sirystes,Sibilant Sirystes,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14871.5,spuh,siryst1,Sirystes sp.,sirystes sp.,sirystes sp.,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14872,species,rufcas2,Casiornis rufus,Rufous Casiornis,Rufous Casiornis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14873,species,astcas2,Casiornis fuscus,Ash-throated Casiornis,Ash-throated Casiornis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14874,species,rufmou1,Rhytipterna holerythra,Rufous Mourner,Rufous Mourner,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14877,species,gramou1,Rhytipterna simplex,Grayish Mourner,Greyish Mourner,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14880,species,pabmou1,Rhytipterna immunda,Pale-bellied Mourner,Pale-bellied Mourner,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14881,species,ruffly1,Myiarchus semirufus,Rufous Flycatcher,Rufous Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14882,species,yucfly1,Myiarchus yucatanensis,Yucatan Flycatcher,Yucatan Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14886,species,sadfly1,Myiarchus barbirostris,Sad Flycatcher,Sad Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14887,species,ducfly,Myiarchus tuberculifer,Dusky-capped Flycatcher,Dusky-capped Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14888,issf,ducfly3,Myiarchus tuberculifer olivascens,Dusky-capped Flycatcher (Arizona),Dusky-capped Flycatcher (Arizona),Passeriformes,Tyrannidae (Tyrant Flycatchers),,ducfly
14889,issf,ducfly4,Myiarchus tuberculifer lawrenceii,Dusky-capped Flycatcher (East Mexico),Dusky-capped Flycatcher (East Mexico),Passeriformes,Tyrannidae (Tyrant Flycatchers),,ducfly
14901,species,swafly1,Myiarchus swainsoni,Swainson's Flycatcher,Swainson's Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14906,species,venfly1,Myiarchus venezuelensis,Venezuelan Flycatcher,Venezuelan Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14907,species,panfly1,Myiarchus panamensis,Panama Flycatcher,Panamanian Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14910,species,shcfly1,Myiarchus ferox,Short-crested Flycatcher,Short-crested Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14914,species,apifly1,Myiarchus apicalis,Apical Flycatcher,Apical Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14915,species,socfly2,Myiarchus phaeocephalus,Sooty-crowned Flycatcher,Sooty-crowned Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14918,species,paefly1,Myiarchus cephalotes,Pale-edged Flycatcher,Pale-edged Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14921,species,astfly,Myiarchus cinerascens,Ash-throated Flycatcher,Ash-throated Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14924,species,nutfly,Myiarchus nuttingi,Nutting's Flycatcher,Nutting's Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14925,issf,nutfly1,Myiarchus nuttingi nuttingi/inquietus,Nutting's Flycatcher (Nutting's),Nutting's Flycatcher (Nutting's),Passeriformes,Tyrannidae (Tyrant Flycatchers),,nutfly
14925.5,issf,nutfly2,Myiarchus nuttingi flavidior,Nutting's Flycatcher (flavidior),Nutting's Flycatcher (flavidior),Passeriformes,Tyrannidae (Tyrant Flycatchers),,nutfly
14928,species,grcfly,Myiarchus crinitus,Great Crested Flycatcher,Great Crested Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14929,species,bncfly,Myiarchus tyrannulus,Brown-crested Flycatcher,Brown-crested Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14930,issf,bncfly1,Myiarchus tyrannulus magister,Brown-crested Flycatcher (Arizona),Brown-crested Flycatcher (Arizona),Passeriformes,Tyrannidae (Tyrant Flycatchers),,bncfly
14930.2,issf,bncfly5,Myiarchus tyrannulus [cooperi Group],Brown-crested Flycatcher (Cooper's),Brown-crested Flycatcher (Cooper's),Passeriformes,Tyrannidae (Tyrant Flycatchers),,bncfly
14934,issf,bncfly3,Myiarchus tyrannulus brachyurus,Brown-crested Flycatcher (Ometepe),Brown-crested Flycatcher (Ometepe),Passeriformes,Tyrannidae (Tyrant Flycatchers),,bncfly
14935,issf,bncfly4,Myiarchus tyrannulus tyrannulus/bahiae,Brown-crested Flycatcher (South American),Brown-crested Flycatcher (South American),Passeriformes,Tyrannidae (Tyrant Flycatchers),,bncfly
14938,species,galfly1,Myiarchus magnirostris,Galapagos Flycatcher,Galapagos Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14939,species,grefly1,Myiarchus nugator,Grenada Flycatcher,Grenada Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14940,species,rutfly1,Myiarchus validus,Rufous-tailed Flycatcher,Rufous-tailed Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14941,species,lasfly,Myiarchus sagrae,La Sagra's Flycatcher,La Sagra's Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14944,species,stofly1,Myiarchus stolidus,Stolid Flycatcher,Stolid Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14947,species,purfly1,Myiarchus antillarum,Puerto Rican Flycatcher,Puerto Rican Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14948,species,leafly1,Myiarchus oberi,Lesser Antillean Flycatcher,Lesser Antillean Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14953,spuh,myiarc,Myiarchus sp.,Myiarchus sp.,Myiarchus sp.,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14954,species,flafly1,Deltarhynchus flammulatus,Flammulated Flycatcher,Flammulated Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14955,species,leskis1,Pitangus lictor,Lesser Kiskadee,Lesser Kiskadee,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14958,species,grekis,Pitangus sulphuratus,Great Kiskadee,Great Kiskadee,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14969,species,bobfly1,Megarynchus pitangua,Boat-billed Flycatcher,Boat-billed Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14969.5,issf,bobfly3,Megarynchus pitangua [mexicanus Group],Boat-billed Flycatcher (Northern),Boat-billed Flycatcher (Northern),Passeriformes,Tyrannidae (Tyrant Flycatchers),,bobfly1
14974,issf,bobfly5,Megarynchus pitangua pitangua,Boat-billed Flycatcher (South American),Boat-billed Flycatcher (South American),Passeriformes,Tyrannidae (Tyrant Flycatchers),,bobfly1
14975,issf,bobfly4,Megarynchus pitangua chrysogaster,Boat-billed Flycatcher (Tumbes),Boat-billed Flycatcher (Tumbes),Passeriformes,Tyrannidae (Tyrant Flycatchers),,bobfly1
14976,species,rumfly1,Myiozetetes cayanensis,Rusty-margined Flycatcher,Rusty-margined Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14981,species,socfly1,Myiozetetes similis,Social Flycatcher,Social Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14982,issf,socfly3,Myiozetetes similis [texensis Group],Social Flycatcher (Vermilion-crowned),Social Flycatcher (Vermilion-crowned),Passeriformes,Tyrannidae (Tyrant Flycatchers),,socfly1
14986,issf,socfly4,Myiozetetes similis [similis Group],Social Flycatcher (Social),Social Flycatcher (Social),Passeriformes,Tyrannidae (Tyrant Flycatchers),,socfly1
14990.5,issf,socfly5,Myiozetetes similis grandis,Social Flycatcher (Tumbes),Social Flycatcher (Tumbes),Passeriformes,Tyrannidae (Tyrant Flycatchers),,socfly1
14990.7,slash,y00798,Myiozetetes cayanensis/similis,Rusty-margined/Social Flycatcher,Rusty-margined/Social Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14991,species,grcfly1,Myiozetetes granadensis,Gray-capped Flycatcher,Grey-capped Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14995,species,ducfly2,Myiozetetes luteiventris,Dusky-chested Flycatcher,Dusky-chested Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14997.5,slash,y00799,Myiozetetes granadensis/luteiventris,Gray-capped/Dusky-chested Flycatcher,Grey-capped/Dusky-chested Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14998,species,whbfly1,Phelpsia inornata,White-bearded Flycatcher,White-bearded Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
14999,species,whrfly,Conopias albovittatus,White-ringed Flycatcher,White-ringed Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15002,species,yetfly2,Conopias parvus,Yellow-throated Flycatcher,Yellow-throated Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15003,species,thsfly2,Conopias trivirgatus,Three-striped Flycatcher,Three-striped Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15003.2,slash,y00885,Conopias parvus/trivirgatus,Yellow-throated/Three-striped Flycatcher,Yellow-throated/Three-striped Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15006,species,lebfly2,Conopias cinchoneti,Lemon-browed Flycatcher,Lemon-browed Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15009,species,gobfly1,Myiodynastes hemichrysus,Golden-bellied Flycatcher,Golden-bellied Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15010,species,gocfly1,Myiodynastes chrysocephalus,Golden-crowned Flycatcher,Golden-crowned Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15014,species,baifly1,Myiodynastes bairdii,Baird's Flycatcher,Baird's Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15015,species,strfly1,Myiodynastes maculatus,Streaked Flycatcher,Streaked Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15016,issf,strfly2,Myiodynastes maculatus [maculatus Group],Streaked Flycatcher (Streaked),Streaked Flycatcher (Streaked),Passeriformes,Tyrannidae (Tyrant Flycatchers),,strfly1
15023,issf,strfly3,Myiodynastes maculatus solitarius,Streaked Flycatcher (solitarius),Streaked Flycatcher (solitarius),Passeriformes,Tyrannidae (Tyrant Flycatchers),,strfly1
15024,species,subfly,Myiodynastes luteiventris,Sulphur-bellied Flycatcher,Sulphur-bellied Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15025,slash,y00607,Myiodynastes maculatus/luteiventris,Streaked/Sulphur-bellied Flycatcher,Streaked/Sulphur-bellied Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15026,species,pirfly1,Legatus leucophaius,Piratic Flycatcher,Piratic Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15029,species,varfly,Empidonomus varius,Variegated Flycatcher,Variegated Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15032,species,croslf1,Empidonomus aurantioatrocristatus,Crowned Slaty Flycatcher,Crowned Slaty Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15035,species,sulfly1,Tyrannopsis sulphurea,Sulphury Flycatcher,Sulphury Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15036,species,sntkin1,Tyrannus niveigularis,Snowy-throated Kingbird,Snowy-throated Kingbird,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15037,species,whtkin1,Tyrannus albogularis,White-throated Kingbird,White-throated Kingbird,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15038,species,trokin,Tyrannus melancholicus,Tropical Kingbird,Tropical Kingbird,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15041.5,slash,y00740,Tyrannus albogularis/melancholicus,White-throated/Tropical Kingbird,White-throated/Tropical Kingbird,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15042,species,coukin,Tyrannus couchii,Couch's Kingbird,Couch's Kingbird,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15043,slash,y00325,Tyrannus melancholicus/couchii,Tropical/Couch's Kingbird,Tropical/Couch's Kingbird,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15045,species,caskin,Tyrannus vociferans,Cassin's Kingbird,Cassin's Kingbird,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15048,species,thbkin,Tyrannus crassirostris,Thick-billed Kingbird,Thick-billed Kingbird,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15051,species,weskin,Tyrannus verticalis,Western Kingbird,Western Kingbird,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15052,slash,y00619,Tyrannus vociferans/verticalis,Cassin's/Western Kingbird,Cassin's/Western Kingbird,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15054,spuh,yebkin2,Tyrannus sp. (yellow-bellied),yellow-bellied kingbird sp.,yellow-bellied kingbird sp.,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15055,species,easkin,Tyrannus tyrannus,Eastern Kingbird,Eastern Kingbird,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15055.5,hybrid,x00718,Tyrannus verticalis x tyrannus,Western x Eastern Kingbird (hybrid),Western x Eastern Kingbird (hybrid),Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15056,species,grykin,Tyrannus dominicensis,Gray Kingbird,Grey Kingbird,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15059,species,logkin,Tyrannus caudifasciatus,Loggerhead Kingbird,Loggerhead Kingbird,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15060,issf,logkin3,Tyrannus caudifasciatus [caudifasciatus Group],Loggerhead Kingbird (Loggerhead),Loggerhead Kingbird (Loggerhead),Passeriformes,Tyrannidae (Tyrant Flycatchers),,logkin
15065,issf,logkin1,Tyrannus caudifasciatus taylori,Loggerhead Kingbird (Puerto Rican),Loggerhead Kingbird (Puerto Rican),Passeriformes,Tyrannidae (Tyrant Flycatchers),,logkin
15066,issf,logkin2,Tyrannus caudifasciatus gabbii,Loggerhead Kingbird (Hispaniolan),Loggerhead Kingbird (Hispaniolan),Passeriformes,Tyrannidae (Tyrant Flycatchers),,logkin
15067,species,giakin1,Tyrannus cubensis,Giant Kingbird,Giant Kingbird,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15068,species,sctfly,Tyrannus forficatus,Scissor-tailed Flycatcher,Scissor-tailed Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15068.3,hybrid,x00441,Tyrannus couchii x forficatus,Couch's Kingbird x Scissor-tailed Flycatcher (hybrid),Couch's Kingbird x Scissor-tailed Flycatcher (hybrid),Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15068.6,hybrid,x00442,Tyrannus verticalis x forficatus,Western Kingbird x Scissor-tailed Flycatcher (hybrid),Western Kingbird x Scissor-tailed Flycatcher (hybrid),Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15069,species,fotfly,Tyrannus savana,Fork-tailed Flycatcher,Fork-tailed Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15070,issf,fotfly1,Tyrannus savana savana,Fork-tailed Flycatcher (savana),Fork-tailed Flycatcher (savana),Passeriformes,Tyrannidae (Tyrant Flycatchers),,fotfly
15071,issf,fotfly2,Tyrannus savana monachus,Fork-tailed Flycatcher (monachus),Fork-tailed Flycatcher (monachus),Passeriformes,Tyrannidae (Tyrant Flycatchers),,fotfly
15072,issf,fotfly3,Tyrannus savana sanctaemartae,Fork-tailed Flycatcher (sanctaemartae),Fork-tailed Flycatcher (sanctaemartae),Passeriformes,Tyrannidae (Tyrant Flycatchers),,fotfly
15073,issf,fotfly4,Tyrannus savana circumdatus,Fork-tailed Flycatcher (circumdatus),Fork-tailed Flycatcher (circumdatus),Passeriformes,Tyrannidae (Tyrant Flycatchers),,fotfly
15074,spuh,flycat1,Tyrannidae sp.,flycatcher sp. (Tyrannidae sp.),flycatcher sp. (Tyrannidae sp.),Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15075,species,sharpb1,Oxyruncus cristatus,Sharpbill,Sharpbill,Passeriformes,Oxyruncidae (Sharpbill),Sharpbill,
15082,species,hoober2,Carpornis cucullata,Hooded Berryeater,Hooded Berryeater,Passeriformes,Cotingidae (Cotingas),Cotingas,
15083,species,bkhber1,Carpornis melanocephala,Black-headed Berryeater,Black-headed Berryeater,Passeriformes,Cotingidae (Cotingas),,
15084,species,gabfru1,Pipreola riefferii,Green-and-black Fruiteater,Green-and-black Fruiteater,Passeriformes,Cotingidae (Cotingas),,
15085,issf,gabfru4,Pipreola riefferii [riefferii Group],Green-and-black Fruiteater (Green-and-black),Green-and-black Fruiteater (Green-and-black),Passeriformes,Cotingidae (Cotingas),,gabfru1
15091,issf,gabfru3,Pipreola riefferii tallmanorum,Green-and-black Fruiteater (Sira),Green-and-black Fruiteater (Sira),Passeriformes,Cotingidae (Cotingas),,gabfru1
15092,species,batfru1,Pipreola intermedia,Band-tailed Fruiteater,Band-tailed Fruiteater,Passeriformes,Cotingidae (Cotingas),,
15093,issf,batfru2,Pipreola intermedia intermedia,Band-tailed Fruiteater (intermedia),Band-tailed Fruiteater (intermedia),Passeriformes,Cotingidae (Cotingas),,batfru1
15094,issf,batfru3,Pipreola intermedia signata,Band-tailed Fruiteater (signata),Band-tailed Fruiteater (signata),Passeriformes,Cotingidae (Cotingas),,batfru1
15095,species,barfru1,Pipreola arcuata,Barred Fruiteater,Barred Fruiteater,Passeriformes,Cotingidae (Cotingas),,
15098,species,gobfru1,Pipreola aureopectus,Golden-breasted Fruiteater,Golden-breasted Fruiteater,Passeriformes,Cotingidae (Cotingas),,
15102,species,orbfru1,Pipreola jucunda,Orange-breasted Fruiteater,Orange-breasted Fruiteater,Passeriformes,Cotingidae (Cotingas),,
15103,species,blcfru1,Pipreola lubomirskii,Black-chested Fruiteater,Black-chested Fruiteater,Passeriformes,Cotingidae (Cotingas),,
15104,species,masfru1,Pipreola pulchra,Masked Fruiteater,Masked Fruiteater,Passeriformes,Cotingidae (Cotingas),,
15105,species,scbfru1,Pipreola frontalis,Scarlet-breasted Fruiteater,Scarlet-breasted Fruiteater,Passeriformes,Cotingidae (Cotingas),,
15106,issf,scbfru2,Pipreola frontalis squamipectus,Scarlet-breasted Fruiteater (squamipectus),Scarlet-breasted Fruiteater (squamipectus),Passeriformes,Cotingidae (Cotingas),,scbfru1
15107,issf,scbfru3,Pipreola frontalis frontalis,Scarlet-breasted Fruiteater (frontalis),Scarlet-breasted Fruiteater (frontalis),Passeriformes,Cotingidae (Cotingas),,scbfru1
15108,species,fitfru1,Pipreola chlorolepidota,Fiery-throated Fruiteater,Fiery-throated Fruiteater,Passeriformes,Cotingidae (Cotingas),,
15109,species,hanfru1,Pipreola formosa,Handsome Fruiteater,Handsome Fruiteater,Passeriformes,Cotingidae (Cotingas),,
15113,species,rebfru1,Pipreola whitelyi,Red-banded Fruiteater,Red-banded Fruiteater,Passeriformes,Cotingidae (Cotingas),,
15113.2,spuh,pipreo1,Pipreola sp.,Pipreola sp.,Pipreola sp.,Passeriformes,Cotingidae (Cotingas),,
15116,species,scafru1,Ampelioides tschudii,Scaled Fruiteater,Scaled Fruiteater,Passeriformes,Cotingidae (Cotingas),,
15117,species,whccot1,Zaratornis stresemanni,White-cheeked Cotinga,White-cheeked Cotinga,Passeriformes,Cotingidae (Cotingas),,
15118,species,perpla1,Phytotoma raimondii,Peruvian Plantcutter,Peruvian Plantcutter,Passeriformes,Cotingidae (Cotingas),,
15119,species,whtpla1,Phytotoma rutila,White-tipped Plantcutter,White-tipped Plantcutter,Passeriformes,Cotingidae (Cotingas),,
15122,species,rutpla1,Phytotoma rara,Rufous-tailed Plantcutter,Rufous-tailed Plantcutter,Passeriformes,Cotingidae (Cotingas),,
15123,species,chbcot1,Doliornis remseni,Chestnut-bellied Cotinga,Chestnut-bellied Cotinga,Passeriformes,Cotingidae (Cotingas),,
15124,species,bavcot1,Doliornis sclateri,Bay-vented Cotinga,Bay-vented Cotinga,Passeriformes,Cotingidae (Cotingas),,
15125,species,reccot1,Ampelion rubrocristatus,Red-crested Cotinga,Red-crested Cotinga,Passeriformes,Cotingidae (Cotingas),,
15126,species,chccot1,Ampelion rufaxilla,Chestnut-crested Cotinga,Chestnut-crested Cotinga,Passeriformes,Cotingidae (Cotingas),,
15129,species,gurcot1,Phoenicircus carnifex,Guianan Red-Cotinga,Guianan Red Cotinga,Passeriformes,Cotingidae (Cotingas),,
15130,species,bnrcot1,Phoenicircus nigricollis,Black-necked Red-Cotinga,Black-necked Red Cotinga,Passeriformes,Cotingidae (Cotingas),,
15131,species,gcoroc1,Rupicola rupicola,Guianan Cock-of-the-rock,Guianan Cock-of-the-rock,Passeriformes,Cotingidae (Cotingas),,
15132,species,andcot1,Rupicola peruvianus,Andean Cock-of-the-rock,Andean Cock-of-the-rock,Passeriformes,Cotingidae (Cotingas),,
15137,species,gytpih1,Snowornis subalaris,Gray-tailed Piha,Grey-tailed Piha,Passeriformes,Cotingidae (Cotingas),,
15138,species,olipih2,Snowornis cryptolophus,Olivaceous Piha,Olivaceous Piha,Passeriformes,Cotingidae (Cotingas),,
15141,species,crifru1,Haematoderus militaris,Crimson Fruitcrow,Crimson Fruitcrow,Passeriformes,Cotingidae (Cotingas),,
15142,species,putfru1,Querula purpurata,Purple-throated Fruitcrow,Purple-throated Fruitcrow,Passeriformes,Cotingidae (Cotingas),,
15143,species,rerfru1,Pyroderus scutatus,Red-ruffed Fruitcrow,Red-ruffed Fruitcrow,Passeriformes,Cotingidae (Cotingas),,
15149,species,banumb1,Cephalopterus glabricollis,Bare-necked Umbrellabird,Bare-necked Umbrellabird,Passeriformes,Cotingidae (Cotingas),,
15150,species,amaumb1,Cephalopterus ornatus,Amazonian Umbrellabird,Amazonian Umbrellabird,Passeriformes,Cotingidae (Cotingas),,
15151,species,lowumb1,Cephalopterus penduliger,Long-wattled Umbrellabird,Long-wattled Umbrellabird,Passeriformes,Cotingidae (Cotingas),,
15152,species,capuch1,Perissocephalus tricolor,Capuchinbird,Capuchinbird,Passeriformes,Cotingidae (Cotingas),,
15153,species,lovcot1,Cotinga amabilis,Lovely Cotinga,Lovely Cotinga,Passeriformes,Cotingidae (Cotingas),,
15154,species,turcot1,Cotinga ridgwayi,Turquoise Cotinga,Turquoise Cotinga,Passeriformes,Cotingidae (Cotingas),,
15155,species,blucot1,Cotinga nattererii,Blue Cotinga,Blue Cotinga,Passeriformes,Cotingidae (Cotingas),,
15156,species,pltcot1,Cotinga maynana,Plum-throated Cotinga,Plum-throated Cotinga,Passeriformes,Cotingidae (Cotingas),,
15157,species,pubcot1,Cotinga cotinga,Purple-breasted Cotinga,Purple-breasted Cotinga,Passeriformes,Cotingidae (Cotingas),,
15158,species,bancot1,Cotinga maculata,Banded Cotinga,Banded Cotinga,Passeriformes,Cotingidae (Cotingas),,
15159,species,spacot1,Cotinga cayana,Spangled Cotinga,Spangled Cotinga,Passeriformes,Cotingidae (Cotingas),,
15159.5,spuh,blucot2,Cotinga sp.,blue cotinga sp.,blue cotinga sp.,Passeriformes,Cotingidae (Cotingas),,
