TAXON_ORDER,CATEGORY,SPECIES_CODE,SCI_NAME,PRIMARY_COM_NAME,en_IOC,ORDER1,FAMILY,SPECIES_GROUP,REPORT_AS
29509,issf,nstspa1,Ammodramus nelsoni nelsoni/alter,Nelson's Sparrow (Interior),Nelson's Sparrow (Interior),Passeriformes,Emberizidae (Buntings and New World Sparrows),,nstspa
29510,issf,nstspa2,Ammodramus nelsoni subvirgatus,Nelson's Sparrow (Atlantic Coast),Nelson's Sparrow (Atlantic Coast),Passeriformes,Emberizidae (Buntings and New World Sparrows),,nstspa
29511,species,sstspa,Ammodramus caudacutus,Saltmarsh Sparrow,Saltmarsh Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29512,hybrid,x00450,Ammodramus nelsoni x caudacutus,Nelson's x Saltmarsh Sparrow (hybrid),Nelson's x Saltmarsh Sparrow (hybrid),Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29513,slash,shtspa,Ammodramus nelsoni/caudacutus,Nelson's/Saltmarsh Sparrow (Sharp-tailed Sparrow),Nelson's/Saltmarsh Sparrow (Sharp-tailed Sparrow),Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29514,species,seaspa,Ammodramus maritimus,Seaside Sparrow,Seaside Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29515,issf,seaspa1,Ammodramus maritimus maritimus/macgillivraii,Seaside Sparrow (Atlantic),Seaside Sparrow (Atlantic),Passeriformes,Emberizidae (Buntings and New World Sparrows),,seaspa
29516,issf,dusspa1,Ammodramus maritimus nigrescens,Seaside Sparrow (Dusky),Seaside Sparrow (Dusky),Passeriformes,Emberizidae (Buntings and New World Sparrows),,seaspa
29517,issf,seaspa2,Ammodramus maritimus [sennetti Group],Seaside Sparrow (Gulf of Mexico),Seaside Sparrow (Gulf of Mexico),Passeriformes,Emberizidae (Buntings and New World Sparrows),,seaspa
29518,issf,cssspa1,Ammodramus maritimus mirabilis,Seaside Sparrow (Cape Sable),Seaside Sparrow (Cape Sable),Passeriformes,Emberizidae (Buntings and New World Sparrows),,seaspa
29519,spuh,ammodr1,Ammodramus sp.,Ammodramus sp.,Ammodramus sp.,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29537,species,olispa,Arremonops rufivirgatus,Olive Sparrow,Olive Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29538,issf,olispa1,Arremonops rufivirgatus [rufivirgatus Group],Olive Sparrow (Olive),Olive Sparrow (Olive),Passeriformes,Emberizidae (Buntings and New World Sparrows),,olispa
29544,issf,olispa2,Arremonops rufivirgatus [superciliosus Group],Olive Sparrow (Pacific),Olive Sparrow (Pacific),Passeriformes,Emberizidae (Buntings and New World Sparrows),,olispa
29550,species,grbspa1,Arremonops chloronotus,Green-backed Sparrow,Green-backed Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29550.2,slash,y00921,Arremonops rufivirgatus/chloronotus,Olive/Green-backed Sparrow,Olive/Green-backed Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29552,species,blsspa1,Arremonops conirostris,Black-striped Sparrow,Black-striped Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29552.5,species,tocspa1,Arremonops tocuyensis,Tocuyo Sparrow,Tocuyo Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29553,species,amtspa,Spizelloides arborea,American Tree Sparrow,American Tree Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29554,species,chispa,Spizella passerina,Chipping Sparrow,Chipping Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29719,species,clcspa,Spizella pallida,Clay-colored Sparrow,Clay-colored Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29720,hybrid,x00198,Spizella passerina x pallida,Chipping x Clay-colored Sparrow (hybrid),Chipping x Clay-colored Sparrow (hybrid),Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29723,species,bkcspa,Spizella atrogularis,Black-chinned Sparrow,Black-chinned Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29726,species,fiespa,Spizella pusilla,Field Sparrow,Field Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29727,hybrid,x00200,Spizella pallida x pusilla,Clay-colored x Field Sparrow (hybrid),Clay-colored x Field Sparrow (hybrid),Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29728,species,brespa,Spizella breweri,Brewer's Sparrow,Brewer's Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29729,issf,brespa1,Spizella breweri breweri,Brewer's Sparrow (breweri),Brewer's Sparrow (breweri),Passeriformes,Emberizidae (Buntings and New World Sparrows),,brespa
29730,issf,timspa3,Spizella breweri taverneri,Brewer's Sparrow (Timberline),Brewer's Sparrow (Timberline),Passeriformes,Emberizidae (Buntings and New World Sparrows),,brespa
29734.5,hybrid,x00201,Spizella atrogularis x breweri,Black-chinned x Brewer's Sparrow (hybrid),Black-chinned x Brewer's Sparrow (hybrid),Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29734.7,hybrid,x00199,Spizella pallida x breweri,Clay-colored x Brewer's Sparrow (hybrid),Clay-colored x Brewer's Sparrow (hybrid),Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29734.8,species,worspa,Spizella wortheni,Worthen's Sparrow,Worthen's Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29735,spuh,spizel,Spizella/Spizelloides sp.,American Tree Sparrow/Spizella sp.,American Tree Sparrow/Spizella sp.,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29735.2,spuh,spizel1,Spizella sp.,Spizella sp.,Spizella sp.,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29743,species,bktspa,Amphispiza bilineata,Black-throated Sparrow,Black-throated Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29744,species,fisspa,Amphispiza quinquestriata,Five-striped Sparrow,Five-striped Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29745,species,larspa,Chondestes grammacus,Lark Sparrow,Lark Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29761,species,larbun,Calamospiza melanocorys,Lark Bunting,Lark Bunting,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29763,species,sthbrf3,Arremon costaricensis,Costa Rican Brushfinch,Costa Rican Brush Finch,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29765,species,sthbrf4,Arremon basilicus,Sierra Nevada Brushfinch,Sierra Nevada Brush Finch,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29767,species,sthbrf5,Arremon perijanus,Perija Brushfinch,Perija Brush Finch,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29769,species,sthbrf1,Arremon atricapillus,Black-headed Brushfinch,Black-headed Brush Finch,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29771,species,sthbrf6,Arremon phaeopleurus,Caracas Brushfinch,Caracas Brush Finch,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29773,species,sthbrf7,Arremon phygas,Paria Brushfinch,Paria Brush Finch,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29775,species,sthbrf8,Arremon assimilis,Gray-browed Brushfinch,Grey-browed Brush Finch,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29777,species,sthbrf2,Arremon torquatus,White-browed Brushfinch,White-browed Brush Finch,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29779,spuh,shbfin1,Arremon sp. (torquatus complex),stripe-headed brushfinch sp.,stripe-headed brush-finch sp.,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29781,species,orbspa1,Arremon aurantiirostris,Orange-billed Sparrow,Orange-billed Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29783,species,blcspa2,Arremon abeillei,Black-capped Sparrow,Black-capped Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29785,species,gowspa1,Arremon schlegeli,Golden-winged Sparrow,Golden-winged Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29787,species,pecspa1,Arremon taciturnus,Pectoral Sparrow,Pectoral Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29789,species,safspa1,Arremon franciscanus,Sao Francisco Sparrow,Sao Francisco Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29791,species,hacspa1,Arremon semitorquatus,Half-collared Sparrow,Half-collared Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29793,species,sabspa1,Arremon flavirostris,Saffron-billed Sparrow,Saffron-billed Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29795,species,gsbfin1,Arremon virenticeps,Green-striped Brushfinch,Green-striped Brush Finch,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29797,species,ccbfin,Arremon brunneinucha,Chestnut-capped Brushfinch,Chestnut-capped Brush Finch,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29799,issf,chcbrf2,Arremon brunneinucha apertus,Chestnut-capped Brushfinch (Plain-breasted),Chestnut-capped Brush Finch (Plain-breasted),Passeriformes,Emberizidae (Buntings and New World Sparrows),,ccbfin
29801,issf,chcbrf1,Arremon brunneinucha [brunneinucha Group],Chestnut-capped Brushfinch (Chestnut-capped),Chestnut-capped Brush Finch (Chestnut-capped),Passeriformes,Emberizidae (Buntings and New World Sparrows),,ccbfin
29803,species,soffin1,Arremon crassirostris,Sooty-faced Finch,Sooty-faced Finch,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29805,species,olifin1,Arremon castaneiceps,Olive Finch,Olive Finch,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29840,species,foxspa,Passerella iliaca,Fox Sparrow,fox sparrow sp.,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29841,issf,foxsp2,Passerella iliaca [unalaschcensis Group],Fox Sparrow (Sooty),Sooty Fox Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,foxspa
29849,issf,foxsp4,Passerella iliaca [megarhyncha Group],Fox Sparrow (Thick-billed),Thick-billed Fox Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,foxspa
29855,issf,foxsp3,Passerella iliaca [schistacea Group],Fox Sparrow (Slate-colored),Slate-colored Fox Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,foxspa
29861,issf,foxsp1,Passerella iliaca iliaca/zaboria,Fox Sparrow (Red),Red Fox Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,foxspa
29958,species,daejun,Junco hyemalis,Dark-eyed Junco,Dark-eyed Junco,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29958.5,form,daejun5,Junco hyemalis hyemalis/carolinensis/cismontanus,Dark-eyed Junco (Slate-colored/Cassiar),Dark-eyed Junco (Slate-colored/Cassiar),Passeriformes,Emberizidae (Buntings and New World Sparrows),,daejun
29959,issf,slcjun,Junco hyemalis hyemalis/carolinensis,Dark-eyed Junco (Slate-colored),Dark-eyed Junco (Slate-colored),Passeriformes,Emberizidae (Buntings and New World Sparrows),,daejun
29962,issf,daejun1,Junco hyemalis cismontanus,Dark-eyed Junco (cismontanus),Dark-eyed Junco (cismontanus),Passeriformes,Emberizidae (Buntings and New World Sparrows),,daejun
29963,issf,orejun,Junco hyemalis [oreganus Group],Dark-eyed Junco (Oregon),Dark-eyed Junco (Oregon),Passeriformes,Emberizidae (Buntings and New World Sparrows),,daejun
29972,issf,pisjun,Junco hyemalis mearnsi,Dark-eyed Junco (Pink-sided),Dark-eyed Junco (Pink-sided),Passeriformes,Emberizidae (Buntings and New World Sparrows),,daejun
29972.5,intergrade,daejun3,Junco hyemalis oreganus x mearnsi,Dark-eyed Junco (Oregon x Pink-sided),Dark-eyed Junco (Oregon x Pink-sided),Passeriformes,Emberizidae (Buntings and New World Sparrows),,daejun
29974,issf,whwjun,Junco hyemalis aikeni,Dark-eyed Junco (White-winged),Dark-eyed Junco (White-winged),Passeriformes,Emberizidae (Buntings and New World Sparrows),,daejun
29974.5,intergrade,daejun7,Junco hyemalis mearnsi x aikeni,Dark-eyed Junco (Pink-sided x White-winged),Dark-eyed Junco (Pink-sided x White-winged),Passeriformes,Emberizidae (Buntings and New World Sparrows),,daejun
29975,issf,gyhjun,Junco hyemalis caniceps,Dark-eyed Junco (Gray-headed),Dark-eyed Junco (Grey-headed),Passeriformes,Emberizidae (Buntings and New World Sparrows),,daejun
29975.3,intergrade,daejun8,Junco hyemalis oreganus x caniceps,Dark-eyed Junco (Oregon x Gray-headed),Dark-eyed Junco (Oregon x Grey-headed),Passeriformes,Emberizidae (Buntings and New World Sparrows),,daejun
29975.5,intergrade,daejun4,Junco hyemalis mearnsi x caniceps,Dark-eyed Junco (Pink-sided x Gray-headed),Dark-eyed Junco (Pink-sided x Grey-headed),Passeriformes,Emberizidae (Buntings and New World Sparrows),,daejun
29976,issf,rebjun1,Junco hyemalis dorsalis,Dark-eyed Junco (Red-backed),Dark-eyed Junco (Red-backed),Passeriformes,Emberizidae (Buntings and New World Sparrows),,daejun
29976.5,intergrade,daejun6,Junco hyemalis caniceps x dorsalis,Dark-eyed Junco (Gray-headed x Red-backed),Dark-eyed Junco (Grey-headed x Red-backed),Passeriformes,Emberizidae (Buntings and New World Sparrows),,daejun
29977,species,daejun2,Junco insularis,Guadalupe Junco,Guadalupe Junco,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29978,species,yeejun,Junco phaeonotus,Yellow-eyed Junco,Yellow-eyed Junco,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29979,issf,yeejun1,Junco phaeonotus phaeonotus/palliatus,Yellow-eyed Junco (Mexican),Yellow-eyed Junco (Mexican),Passeriformes,Emberizidae (Buntings and New World Sparrows),,yeejun
29982,issf,yeejun2,Junco phaeonotus bairdi,Yellow-eyed Junco (Baird's),Yellow-eyed Junco (Baird's),Passeriformes,Emberizidae (Buntings and New World Sparrows),,yeejun
29983,issf,yeejun3,Junco phaeonotus fulvescens,Yellow-eyed Junco (Chiapas),Yellow-eyed Junco (Chiapas),Passeriformes,Emberizidae (Buntings and New World Sparrows),,yeejun
29984.01,issf,yeejun4,Junco phaeonotus alticola,Yellow-eyed Junco (Guatemalan),Yellow-eyed Junco (Guatemalan),Passeriformes,Emberizidae (Buntings and New World Sparrows),,yeejun
29984.02,slash,y00333,Junco hyemalis/phaeonotus,Dark-eyed/Yellow-eyed Junco,Dark-eyed/Yellow-eyed Junco,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29984.03,species,voljun1,Junco vulcani,Volcano Junco,Volcano Junco,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29984.04,species,rucspa1,Zonotrichia capensis,Rufous-collared Sparrow,Rufous-collared Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29984.05,species,whcspa,Zonotrichia leucophrys,White-crowned Sparrow,White-crowned Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29984.06,form,whcspa2,Zonotrichia leucophrys leucophrys/oriantha,White-crowned Sparrow (Dark-lored),White-crowned Sparrow (Dark-lored),Passeriformes,Emberizidae (Buntings and New World Sparrows),,whcspa
29984.07,issf,ewcspa1,Zonotrichia leucophrys leucophrys,White-crowned Sparrow (leucophrys),White-crowned Sparrow (leucophrys),Passeriformes,Emberizidae (Buntings and New World Sparrows),,whcspa
29984.08,issf,mwcspa1,Zonotrichia leucophrys oriantha,White-crowned Sparrow (oriantha),White-crowned Sparrow (oriantha),Passeriformes,Emberizidae (Buntings and New World Sparrows),,whcspa
29984.09,issf,gwcspa,Zonotrichia leucophrys gambelii,White-crowned Sparrow (Gambel's),White-crowned Sparrow (Gambel's),Passeriformes,Emberizidae (Buntings and New World Sparrows),,whcspa
29984.1,form,whcspa3,Zonotrichia leucophrys nuttalli/pugetensis,White-crowned Sparrow (Yellow-billed),White-crowned Sparrow (Yellow-billed),Passeriformes,Emberizidae (Buntings and New World Sparrows),,whcspa
29984.11,issf,nwcspa,Zonotrichia leucophrys nuttalli,White-crowned Sparrow (nuttalli),White-crowned Sparrow (nuttalli),Passeriformes,Emberizidae (Buntings and New World Sparrows),,whcspa
29984.12,issf,pswspa1,Zonotrichia leucophrys pugetensis,White-crowned Sparrow (pugetensis),White-crowned Sparrow (pugetensis),Passeriformes,Emberizidae (Buntings and New World Sparrows),,whcspa
29984.13,species,gocspa,Zonotrichia atricapilla,Golden-crowned Sparrow,Golden-crowned Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29984.14,hybrid,x00053,Zonotrichia leucophrys x atricapilla,White-crowned x Golden-crowned Sparrow (hybrid),White-crowned x Golden-crowned Sparrow (hybrid),Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29984.15,species,harspa,Zonotrichia querula,Harris's Sparrow,Harris's Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29984.16,hybrid,x00752,Spizelloides arborea x Zonotrichia querula,American Tree x Harris's Sparrow (hybrid),American Tree x Harris's Sparrow (hybrid),Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29984.17,species,whtspa,Zonotrichia albicollis,White-throated Sparrow,White-throated Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29984.18,hybrid,x00451,Zonotrichia leucophrys x albicollis,White-crowned x White-throated Sparrow (hybrid),White-crowned x White-throated Sparrow (hybrid),Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29984.19,slash,y00332,Zonotrichia leucophrys/albicollis,White-crowned/White-throated Sparrow,White-crowned/White-throated Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29984.2,hybrid,x00720,Zonotrichia atricapilla x albicollis,Golden-crowned x White-throated Sparrow (hybrid),Golden-crowned x White-throated Sparrow (hybrid),Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29984.21,spuh,zonotr1,Zonotrichia sp.,Zonotrichia sp.,Zonotrichia sp.,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29984.22,hybrid,x00039,Junco hyemalis x Zonotrichia albicollis,Dark-eyed Junco x White-throated Sparrow (hybrid),Dark-eyed Junco x White-throated Sparrow (hybrid),Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29984.23,species,sagspa1,Artemisiospiza nevadensis,Sagebrush Sparrow,Sagebrush Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29984.24,species,belspa2,Artemisiospiza belli,Bell's Sparrow,Bell's Sparrow,Passeriformes,Emberizidae (Buntings and New World Sparrows),,
29984.25,issf,belspa1,Artemisiospiza belli belli,Bell's Sparrow (belli),Bell's Sparrow (belli),Passeriformes,Emberizidae (Buntings and New World Sparrows),,belspa2
29984.26,issf,belspa3,Artemisiospiza belli canescens,Bell's Sparrow (canescens),Bell's Sparrow (canescens),Passeriformes,Emberizidae (Buntings and New World Sparrows),,belspa2
29984.27,issf,scsspa1,Artemisiospiza belli clementeae,Bell's Sparrow (clementeae),Bell's Sparrow (clementeae),Passeriformes,Emberizidae (Buntings and New World Sparrows),,belspa2
